"","id","shareCount","playCount","commentCount","diggCount"
"450","6876805952117558529",370,119000,241,17100
"451","6904973629524692230",2044,427300,124,46500
"452","6902038249573731586",84,67200,93,7575
"453","6879724138114665730",5,98700,29,7996
"454","6903923265945849089",86,382100,368,41500
"455","6886654544126758146",2,14000,12,2171
"456","6879936527829404933",67,61900,271,8971
"457","6904405263386758402",0,8916,4,428
"458","6875621663564680450",32,201400,60,30400
"459","6898499724245093633",8,31700,329,498
"460","6904638377530772741",607,791000,0,103000
"461","6898332186299337986",2,6703,18,2231
"462","6876643374548438274",87,19400,148,2408
"463","6886459209051852038",410,95000,25,4937
"464","6902938842874121474",49,143700,564,13500
"465","6881414725075242246",9,52300,67,4286
"466","6898056960432704770",368,95900,289,12800
"467","6884030480736324869",172,163400,233,15800
"468","6898178733824281861",5,176500,26,15400
"469","6890351133366209793",68,43900,75,1386
"470","6884031629522717953",53,29200,39,1707
"471","6895916039683525890",20,40800,16,2036
"472","6882850172854979845",69,65200,117,7076
"473","6878165800902085890",9,4100,16,288
"474","6882419822806699266",112,90300,478,26900
"475","6901276149175815426",84,94300,45,2322
"476","6893247155738299650",302,201300,85,13800
"477","6889769258981575938",46,41900,114,3230
"478","6904227603067047170",14,99700,678,2008
"479","6881909763723037954",226,384900,121,16800
"480","6901787858395286786",516,224000,376,21600
"481","6895156886409137410",2,88900,19,2083
"482","6903653180282817794",127,161400,1600,32000
"483","6886068485345070337",496,102500,459,8639
"484","6875749962681044230",20,119700,213,5494
"485","6896576430491143426",3,14900,36,689
"486","6881317813173095681",963,125200,341,8819
"487","6896885048063167745",294,50700,288,6199
"488","6903854177072499969",27,45500,28,2497
"489","6875342937002085633",37,376400,123,49400
"490","6890991934324755713",39,6792,85,1105
"491","6891273557981023489",11,60900,9,3119
"492","6883896778995846402",8,57400,117,1325
"493","6880162735208877314",14,69000,86,11400
"494","6905356954621824257",28,52700,29,5887
"495","6882404595394563330",2214,605800,696,40600
"496","6881502944353717506",57,232200,588,51700
"497","6907253227490725122",934,245100,535,27900
"498","6893253061305732357",1245,124400,236,17400
"499","6900492821862599938",2421,352200,977,26400
"500","6906880148352552193",139,52100,14,4620
"501","6893028172024139009",56,81700,48,3337
"502","6884266018936573189",98,83500,181,7191
"503","6876645435625262338",13,26200,75,3965
"504","6876603307708665093",35,58000,250,8135
"505","6880750408302693637",19,70600,34,1590
"506","6882436135214238981",213,72100,513,21300
"507","6882769301615496450",2853,4100000,4522,558800
"508","6886265289206435074",0,4620,7,206
"509","6886060490687106306",69,1853,12,142
"510","6907997809094495494",212,68200,92,7742
"511","6880741941860928773",81,161100,319,26600
"512","6904778229526039813",58,83500,183,5594
"513","6905010590108978437",17,40200,93,4593
"514","6884340073693859074",110,60400,43,11700
"515","6882547868792524034",1,28100,12,499
"516","6880671806965959938",1146,192700,1238,23500
"517","6883082488101555462",28,61500,168,1693
"518","6880865616215952641",220,143000,64,12000
"519","6899861794760690945",87,113400,255,4774
"520","6878531534303857922",1,11300,12,1744
"521","6907614572048305409",107,394000,462,29900
"522","6903940573091187973",504,79500,276,15000
"523","6905849998680820993",725,102100,242,12700
"524","6881237651702254850",33,41200,10,1396
"525","6891048135716506886",860,152600,94,5979
"526","6887527163617201410",535,1000000,739,67200
"527","6888322901305478401",130,44400,118,2973
"528","6878665609870052610",24,58900,50,2802
"529","6882038951134137601",168,496800,503,60300
"530","6901322841849974017",34400,6700000,2976,590400
"531","6885779594901867777",280,147600,98,8013
"532","6893823598432226561",452,183300,155,23700
"533","6878282456382835973",14,89600,36,4703
"534","6908336148037274881",127,598200,338,88900
"535","6902512873109605634",74,212700,35,8232
"536","6902048025334615297",1283,76400,287,7222
"537","6904384164641000705",291,69700,107,1112
"538","6904726306047446274",74,42300,252,12600
"539","6900478499933408513",1103,292500,78,21700
"540","6897200586106752258",1059,161200,827,30700
"541","6904650067999821057",51500,7900000,4100,759200
"542","6904978624085069057",1809,154200,139,16000
"543","6889624721005006085",6,86500,34,1993
"544","6898642858484567297",166,251500,106,16400
"545","6886843424310414594",97,20200,192,379
"546","6892440916234210566",22,61700,118,9085
"547","6901458108372077826",65,58500,165,7986
"548","6899001802130197761",25,31300,68,1763
"549","6897397404421688578",8,6903,29,1374
"550","6906797341341224193",265,52800,30,5246
"551","6904037272048389378",1446,222000,2702,63600
"552","6904096377152785665",837,611100,2937,132900
"553","6887946160837790982",59,54500,231,9129
"554","6905060523184901381",5,52600,91,6319
"555","6881353341465611525",14,81300,130,9073
"556","6875436892226178305",245,155500,204,34100
"557","6899867641570135302",27,71000,36,3200
"558","6902096916776209665",103,230700,250,39200
"559","6889414816922930433",340,188400,356,26700
"560","6880501583231061249",0,977,5,307
"561","6907309069904776454",43,74000,436,8839
"562","6893846505656995073",82,436400,49,2906
"563","6877789463221947650",4447,634300,26,8348
"564","6893481053441281282",7,47700,19,3644
"565","6886450016785894658",1926,285700,195,12200
"566","6876369534018669825",88,46800,232,7045
"567","6904271117783928065",5,32800,76,6834
"568","6900256765527477506",28,34300,60,2384
"569","6899736406495677697",61,44600,297,1397
"570","6904736629454359813",66,62400,702,12400
"571","6905378500392324354",68,348600,142,19600
"572","6889818292337249538",159,47300,96,1535
"573","6883508337380478209",7,30300,43,2520
"574","6889521293306236161",320,129900,50,6276
"575","6892449418851716354",6,44600,26,937
"576","6896543335259933958",283,337000,181,28800
"577","6906565635371764993",13,322100,174,16700
"578","6905462755919269121",1219,1500000,1444,145200
"579","6890631109583867137",1417,186800,725,58000
"580","6906224943332068610",84,345200,321,17100
"581","6890568657986931970",769,246900,295,14400
"582","6908298047470472450",800,153100,297,22800
"583","6892735023372389634",2,49000,7,1806
"584","6891327911140314370",829,80500,206,4239
"585","6878404258367163654",1284,1100000,934,136200
"586","6899499316600147201",2232,190100,841,29500
"587","6906112097554271490",70,35400,74,2190
"588","6903990740993477894",117,113300,91,7940
"589","6891017445188848898",23,37500,78,4074
"590","6907570846215294210",220,71600,181,7216
"591","6896759523105672449",2,28600,55,1778
"592","6882348124120108289",1,12300,5,1401
"593","6907659902789897474",115,236000,490,57000
"594","6895042572994104581",226,125200,175,7281
"595","6887391026848320774",115,88800,334,8851
"596","6879844969687878914",19,56700,31,1016
"597","6901592880129805570",4285,311800,1191,13100
"598","6885582410579184897",47,43500,28,3355
"599","6895089837150440710",25,95000,520,16400
"600","6878834531911224577",26,30100,37,1650
"601","6906640842543418630",3,33700,16,3181
"602","6895072166828576001",20,47700,52,2940
"603","6886981950180003073",130,69900,62,4124
"604","6898523009406045445",101,64400,569,13300
"605","6877178763474423041",123,12100,263,1868
"606","6880848041792802053",337,78100,900,22000
"607","6901216725325384961",1,12800,32,1335
"608","6893175582482255109",269,85900,38,2395
"609","6880410980434660610",20000,50500000,12500,4100000
"610","6878259877353966850",162,145100,101,10600
"611","6907916640386813185",8,55600,13,1579
"612","6892345024227331330",270,165800,161,12100
"613","6886946250336324870",480,100500,100,7268
"614","6885675789090704641",1708,170100,740,18900
"615","6903898067490163969",51,194200,2104,23200
"616","6882831253519731970",1396,196100,262,22500
"617","6883841665841270017",2386,3100000,739,243400
"618","6902406836176162049",49,23400,135,3139
"619","6907344809195736326",231,64100,465,15700
"620","6900916467936529666",53,194600,6423,34900
"621","6881040494332366086",1097,558400,2325,76100
"622","6879086409496497410",29,215600,73,4194
"623","6899557108593773829",243,270600,902,46500
"624","6885654253826870530",54,58400,38,5534
"625","6884400510699343109",1901,1400000,973,106700
"626","6878791400289225985",7,211800,37,2397
"627","6895317957522541825",2541,420000,1006,22200
"628","6878138606205029634",3214,3400000,153,98100
"629","6893521307023969538",420,66100,131,8161
"630","6901356285833252098",74,31000,97,2308
"631","6876245387871587590",3008,462600,102,23200
"632","6881741305345592577",134,179900,43,9136
"633","6901026135119760642",457,267300,80,21800
"634","6900050539141270785",1021,1500000,2044,148800
"635","6876007447883042050",165,23300,19,2914
"636","6877251331145370881",1,32800,8,575
"637","6892582021672013061",74,122000,39,4823
"638","6895851157751680258",63,79200,239,9030
"639","6892685850996509953",6,9615,62,1671
"640","6890871255134752006",119,78700,84,8302
"641","6878751105589824770",256,85600,0,580
"642","6882153629034269957",8,88300,54,3055
"643","6890336478094773505",2305,301200,1941,79900
"644","6877747486451043590",215,123900,2186,32200
"645","6904798749290286341",4,24800,65,1504
"646","6891064220658502913",194,191400,290,1744
"647","6900396011722689793",103,70600,102,7064
"648","6888849748615367937",38,25400,29,1770
"649","6891284879233879298",39,5127,38,572
"650","6891256269898878209",0,10300,18,515
"651","6902555378651794690",6645,1100000,644,102000
"652","6907297390638714118",125,90000,142,15700
"653","6898394169249762562",14,38100,26,3402
"654","6906519148025629953",812,488800,489,46900
